accuracy,loss,val_accuracy,val_loss
1.0,0.003901125630363822,1.0,0.0006963297491893172
1.0,0.008359231986105442,1.0,0.0006721560494042933
1.0,0.005524104461073875,1.0,0.0006295404746197164
1.0,0.0027241045609116554,1.0,0.000603458087425679
1.0,0.002636374905705452,1.0,0.0005818854551762342
1.0,0.004310641437768936,1.0,0.0005739800399169326
1.0,0.0027490758802741766,1.0,0.0005705727962777019
1.0,0.004520100075751543,1.0,0.000563955691177398
1.0,0.004684706684201956,1.0,0.0005456945509649813
1.0,0.0017444430850446224,1.0,0.000516696774866432
1.0,0.005290493369102478,1.0,0.000489315832965076
1.0,0.004045730456709862,1.0,0.00047105553676374257
1.0,0.0035246110055595636,1.0,0.00045535937533713877
