accuracy,loss,val_accuracy,val_loss
0.598901093006134,0.6729816198348999,0.9120879173278809,0.42856258153915405
0.901098906993866,0.37201276421546936,0.9450549483299255,0.2771659791469574
0.9258241653442383,0.2570381462574005,0.9450549483299255,0.20210771262645721
0.942307710647583,0.2035248577594757,0.9450549483299255,0.16011378169059753
0.9615384340286255,0.15366055071353912,0.9560439586639404,0.13320134580135345
0.958791196346283,0.12460628896951675,0.9560439586639404,0.11769018322229385
0.9697802066802979,0.12173185497522354,0.9560439586639404,0.10731887817382812
0.9780219793319702,0.10597880929708481,0.9780219793319702,0.09755807369947433
0.9752747416496277,0.09883792698383331,0.9780219793319702,0.08820538967847824
0.9752747416496277,0.0930359810590744,0.9780219793319702,0.08026417344808578
0.9807692170143127,0.0835190936923027,0.9780219793319702,0.0752384141087532
0.9807692170143127,0.08032342046499252,0.9780219793319702,0.07131396979093552
0.9752747416496277,0.0804016962647438,0.9780219793319702,0.0673755407333374
0.9807692170143127,0.06677713245153427,0.9780219793319702,0.0655444860458374
0.9807692170143127,0.0759977474808693,0.9780219793319702,0.0646463930606842
0.9780219793319702,0.07074416428804398,0.9780219793319702,0.06071345508098602
0.9835164546966553,0.06508088111877441,0.9780219793319702,0.05693669989705086
0.9890109896659851,0.05854697898030281,0.9780219793319702,0.05343169346451759
0.9862637519836426,0.05131122097373009,0.9780219793319702,0.050281938165426254
0.9780219793319702,0.05989326909184456,0.9780219793319702,0.047353651374578476
0.9862637519836426,0.050615958869457245,0.9780219793319702,0.045294154435396194
0.9835164546966553,0.05563284456729889,0.9780219793319702,0.04433572664856911
0.9835164546966553,0.05150001496076584,0.9780219793319702,0.046284452080726624
0.9780219793319702,0.05877506732940674,0.9780219793319702,0.045822709798812866
0.9862637519836426,0.048234306275844574,0.9780219793319702,0.04422421380877495
0.9780219793319702,0.05741631239652634,0.9890109896659851,0.04019367694854736
0.9890109896659851,0.04747430980205536,0.9890109896659851,0.03989241272211075
0.9890109896659851,0.045438844710588455,0.9780219793319702,0.040483228862285614
0.9890109896659851,0.03500773757696152,0.9780219793319702,0.04068583622574806
0.9917582273483276,0.03747396916151047,0.9780219793319702,0.03908827155828476
0.9890109896659851,0.04158940538764,0.9780219793319702,0.03767979145050049
0.9862637519836426,0.0428319126367569,0.9890109896659851,0.03467587009072304
0.9917582273483276,0.03604590520262718,0.9890109896659851,0.032294876873493195
0.9862637519836426,0.04075658693909645,1.0,0.03146921843290329
0.9835164546966553,0.04146946221590042,1.0,0.030889086425304413
0.9917582273483276,0.03271348029375076,1.0,0.02955169789493084
0.9917582273483276,0.034573230892419815,1.0,0.029239105060696602
0.9945054650306702,0.026983387768268585,1.0,0.02876240946352482
0.9890109896659851,0.028862785547971725,1.0,0.028399987146258354
0.9917582273483276,0.030010495334863663,1.0,0.029404597356915474
0.9862637519836426,0.033831220120191574,1.0,0.02927711233496666
0.9945054650306702,0.022948553785681725,1.0,0.029137922450900078
0.9835164546966553,0.03728589415550232,0.9890109896659851,0.029949260875582695
0.9890109896659851,0.035283368080854416,0.9890109896659851,0.031099949032068253
0.9945054650306702,0.026835892349481583,0.9890109896659851,0.031317275017499924
0.9917582273483276,0.020312095060944557,0.9890109896659851,0.030453965067863464
0.9917582273483276,0.02447085827589035,1.0,0.02801307663321495
0.9945054650306702,0.020679896697402,1.0,0.028201987966895103
0.9917582273483276,0.029217107221484184,0.9890109896659851,0.028546424582600594
0.9945054650306702,0.02243579924106598,0.9890109896659851,0.028457652777433395
0.9835164546966553,0.034059666097164154,0.9890109896659851,0.02781483344733715
0.9945054650306702,0.024700568988919258,0.9890109896659851,0.02708570286631584
0.9917582273483276,0.024054868146777153,0.9890109896659851,0.02628895454108715
0.9890109896659851,0.02151237428188324,1.0,0.025240061804652214
0.9945054650306702,0.02646522782742977,1.0,0.02490208111703396
0.9917582273483276,0.021939871832728386,1.0,0.023384369909763336
0.9945054650306702,0.01747564598917961,1.0,0.022848233580589294
0.9917582273483276,0.02080947533249855,0.9890109896659851,0.02615022100508213
0.9890109896659851,0.022201035171747208,0.9890109896659851,0.02516833320260048
0.9972527623176575,0.016031723469495773,0.9890109896659851,0.024345895275473595
0.9917582273483276,0.018668292090296745,1.0,0.023116491734981537
0.9972527623176575,0.014022190123796463,1.0,0.021198252215981483
0.9972527623176575,0.016136761754751205,1.0,0.019755883142352104
0.9945054650306702,0.014728900045156479,0.9890109896659851,0.02120773121714592
0.9945054650306702,0.01880992203950882,0.9890109896659851,0.024248937144875526
1.0,0.01211819052696228,1.0,0.02370605617761612
0.9945054650306702,0.016475532203912735,1.0,0.02284800261259079
0.9945054650306702,0.02190924994647503,0.9890109896659851,0.02233041450381279
0.9972527623176575,0.009347929619252682,1.0,0.02113647758960724
1.0,0.00996448751538992,1.0,0.020485296845436096
0.9972527623176575,0.01617634855210781,1.0,0.02060210518538952
0.9972527623176575,0.010953771881759167,0.9890109896659851,0.02273445576429367
0.9945054650306702,0.015450593084096909,1.0,0.02123856730759144
